 v-sweep         vsg             id_abs          id_w            gm_id           gm_gds          vov             gm_cgg         
 1.80000000e+00  6.84009618e-08  1.27494803e-10  1.27494803e+02  2.26417332e+01  4.08193864e+01 -3.64087619e-01  1.93559938e+06 
 1.79000000e+00 -9.99991425e-03  1.59828260e-10  1.59828260e+02  2.25618946e+01  4.06809918e+01 -3.74087607e-01  2.42511557e+06 
 1.78000000e+00 -1.99998926e-02  2.00193539e-10  2.00193539e+02  2.24737441e+01  4.05289380e+01 -3.84087592e-01  3.03412447e+06 
 1.77000000e+00 -2.99998656e-02  2.50521144e-10  2.50521144e+02  2.23766138e+01  4.03623224e+01 -3.94087574e-01  3.79017770e+06 
 1.76000000e+00 -3.99998320e-02  3.13181483e-10  3.13181483e+02  2.22698287e+01  4.01802930e+01 -4.04087551e-01  4.72659152e+06 
 1.75000000e+00 -4.99997902e-02  3.91076501e-10  3.91076501e+02  2.21527192e+01  3.99820810e+01 -4.14087522e-01  5.88344848e+06 
 1.74000000e+00 -5.99997383e-02  4.87747485e-10  4.87747485e+02  2.20246361e+01  3.97670407e+01 -4.24087486e-01  7.30870604e+06 
 1.73000000e+00 -6.99996741e-02  6.07501005e-10  6.07501005e+02  2.18849689e+01  3.95346953e+01 -4.34087442e-01  9.05940234e+06 
 1.72000000e+00 -7.99995946e-02  7.55554928e-10  7.55554928e+02  2.17331669e+01  3.92847886e+01 -4.44087387e-01  1.12029417e+07 
 1.71000000e+00 -8.99994967e-02  9.38206365e-10  9.38206365e+02  2.15687629e+01  3.90173430e+01 -4.54087320e-01  1.38184347e+07 
 1.70000000e+00 -9.99993760e-02  1.16302326e-09  1.16302326e+03  2.13913989e+01  3.87327202e+01 -4.64087237e-01  1.69980581e+07 
 1.69000000e+00 -1.09999228e-01  1.43906113e-09  1.43906113e+03  2.12008531e+01  3.84316844e+01 -4.74087135e-01  2.08483950e+07 
 1.68000000e+00 -1.19999047e-01  1.77710627e-09  1.77710627e+03  2.09970673e+01  3.81154635e+01 -4.84087010e-01  2.54917074e+07 
