 v-sweep         vsg             id_abs          id_w            gm_id           gm_gds          vov             gm_cgg         
 1.80000000e+00  2.92673139e-08  5.45523088e-11  5.45523088e+01  2.27209175e+01  5.80116476e+01 -3.74697173e-01  5.85783592e+05 
 1.79000000e+00 -9.99996328e-03  6.84442694e-11  6.84442694e+01  2.26498953e+01  5.78382872e+01 -3.84697168e-01  7.34974024e+05 
 1.78000000e+00 -1.99999540e-02  8.58097466e-11  8.58097466e+01  2.25714236e+01  5.76478350e+01 -3.94697161e-01  9.20990612e+05 
 1.77000000e+00 -2.99999423e-02  1.07492469e-10  1.07492469e+02  2.24848918e+01  5.74391789e+01 -4.04697153e-01  1.15248199e+06 
 1.76000000e+00 -3.99999278e-02  1.34531814e-10  1.34531814e+02  2.23896806e+01  5.72112801e+01 -4.14697144e-01  1.43996630e+06 
 1.75000000e+00 -4.99999098e-02  1.68204823e-10  1.68204823e+02  2.22851724e+01  5.69632180e+01 -4.24697131e-01  1.79617868e+06 
 1.74000000e+00 -5.99998873e-02  2.10076117e-10  2.10076117e+02  2.21707654e+01  5.66942458e+01 -4.34697116e-01  2.23646479e+06 
 1.73000000e+00 -6.99998594e-02  2.62056813e-10  2.62056813e+02  2.20458901e+01  5.64038545e+01 -4.44697097e-01  2.77922064e+06 
 1.72000000e+00 -7.99998248e-02  3.26473651e-10  3.26473651e+02  2.19100286e+01  5.60918476e+01 -4.54697074e-01  3.44637733e+06 
 1.71000000e+00 -8.99997821e-02  4.06149573e-10  4.06149573e+02  2.17627370e+01  5.57584243e+01 -4.64697045e-01  4.26392735e+06 
 1.70000000e+00 -9.99997293e-02  5.04497013e-10  5.04497013e+02  2.16036703e+01  5.54042700e+01 -4.74697009e-01  5.26248662e+06 
 1.69000000e+00 -1.09999664e-01  6.25625207e-10  6.25625207e+02  2.14326083e+01  5.50306521e+01 -4.84696965e-01  6.47788497e+06 
 1.68000000e+00 -1.19999585e-01  7.74462844e-10  7.74462844e+02  2.12494832e+01  5.46395163e+01 -4.94696911e-01  7.95177587e+06 
 1.67000000e+00 -1.29999487e-01  9.56897431e-10  9.56897431e+02  2.10544048e+01  5.42335797e+01 -5.04696844e-01  9.73225613e+06 
 1.66000000e+00 -1.39999367e-01  1.17993284e-09  1.17993284e+03  2.08476835e+01  5.38164125e+01 -5.14696763e-01  1.18744868e+07 
