 v-sweep         vsg             id_abs          id_w            gm_id           gm_gds          vov             gm_cgg         
 1.80000000e+00  4.02149451e-06  7.49579593e-09  7.49579593e+03  2.47782658e+01  2.74124962e+01 -2.16286333e-01  2.52976871e+08 
 1.79000000e+00 -9.99486185e-03  9.57717606e-09  9.57717606e+03  2.42330583e+01  2.68352045e+01 -2.26285476e-01  3.16273281e+08 
 1.78000000e+00 -1.99934716e-02  1.21685497e-08  1.21685497e+04  2.36669151e+01  2.62396393e+01 -2.36284410e-01  3.92484694e+08 
 1.77000000e+00 -2.99917527e-02  1.53723857e-08  1.53723857e+04  2.30849738e+01  2.56321349e+01 -2.46283092e-01  4.83411279e+08 
 1.76000000e+00 -3.99896424e-02  1.93057967e-08  1.93057967e+04  2.24928715e+01  2.50196078e+01 -2.56281474e-01  5.90930389e+08 
 1.75000000e+00 -4.99870695e-02  2.41016152e-08  2.41016152e+04  2.18964805e+01  2.44092608e+01 -2.66279501e-01  7.16982018e+08 
 1.74000000e+00 -5.99839535e-02  2.99095533e-08  2.99095533e+04  2.13016154e+01  2.38082572e+01 -2.76277112e-01  8.63557479e+08 
 1.73000000e+00 -6.99802045e-02  3.68975054e-08  3.68975054e+04  2.07137393e+01  2.32233947e+01 -2.86274237e-01  1.03269008e+09 
 1.72000000e+00 -7.99757217e-02  4.52530378e-08  4.52530378e+04  2.01376954e+01  2.26608076e+01 -2.96270800e-01  1.22644440e+09 
 1.71000000e+00 -8.99703932e-02  5.51850848e-08  5.51850848e+04  1.95774897e+01  2.21257224e+01 -3.06266714e-01  1.44689914e+09 
 1.70000000e+00 -9.99640943e-02  6.69258272e-08  6.69258272e+04  1.90361397e+01  2.16222827e+01 -3.16261883e-01  1.69611702e+09 
 1.69000000e+00 -1.09956687e-01  8.07326850e-08  8.07326850e+04  1.85155991e+01  2.11534500e+01 -3.26256203e-01  1.97609553e+09 
 1.68000000e+00 -1.19948018e-01  9.68903012e-08  9.68903012e+04  1.80167557e+01  2.07209786e+01 -3.36249556e-01  2.28869329e+09 
 1.67000000e+00 -1.29937920e-01  1.15712346e-07  1.15712346e+05  1.75394982e+01  2.03254547e+01 -3.46241813e-01  2.63552890e+09 
