 v-sweep         vsg             id_abs          id_w            gm_id           gm_gds          vov             gm_cgg         
 1.80000000e+00  1.96728367e-08  3.66688479e-11  3.66688479e+01  2.88997684e+01  6.20527525e+01 -3.34002977e-01  5.13995939e+05 
 1.79000000e+00 -9.99997376e-03  4.89114919e-11  4.89114919e+01  2.87134618e+01  6.16615954e+01 -3.44002973e-01  6.83557871e+05 
 1.78000000e+00 -1.99999651e-02  6.51125425e-11  6.51125425e+01  2.85034529e+01  6.12222599e+01 -3.54002967e-01  9.06329441e+05 
 1.77000000e+00 -2.99999536e-02  8.64870888e-11  8.64870888e+01  2.82677925e+01  6.07313290e+01 -3.64002959e-01  1.19768198e+06 
 1.76000000e+00 -3.99999385e-02  1.14592290e-10  1.14592290e+02  2.80046878e+01  6.01859090e+01 -3.74002949e-01  1.57682032e+06 
 1.75000000e+00 -4.99999188e-02  1.51409936e-10  1.51409936e+02  2.77126099e+01  5.95838935e+01 -3.84002935e-01  2.06748415e+06 
 1.74000000e+00 -5.99998930e-02  1.99443423e-10  1.99443423e+02  2.73904188e+01  5.89242649e+01 -3.94002917e-01  2.69868324e+06 
 1.73000000e+00 -6.99998595e-02  2.61829799e-10  2.61829799e+02  2.70374998e+01  5.82074199e+01 -4.04002894e-01  3.50543731e+06 
 1.72000000e+00 -7.99998163e-02  3.42467059e-10  3.42467059e+02  2.66539034e+01  5.74355003e+01 -4.14002865e-01  4.52948809e+06 
 1.71000000e+00 -8.99997606e-02  4.46156455e-10  4.46156455e+02  2.62404780e+01  5.66127013e+01 -4.24002826e-01  5.81995462e+06 
 1.70000000e+00 -9.99996895e-02  5.78759435e-10  5.78759435e+02  2.57989793e+01  5.57455246e+01 -4.34002777e-01  7.43391617e+06 
 1.69000000e+00 -1.09999599e-01  7.47369073e-10  7.47369073e+02  2.53321415e+01  5.48429399e+01 -4.44002715e-01  9.43693284e+06 
 1.68000000e+00 -1.19999485e-01  9.60496824e-10  9.60496824e+02  2.48436919e+01  5.39164209e+01 -4.54002636e-01  1.19035487e+07 
 1.67000000e+00 -1.29999341e-01  1.22827725e-09  1.22827725e+03  2.43382970e+01  5.29798273e+01 -4.64002538e-01  1.49178636e+07 
 1.66000000e+00 -1.39999162e-01  1.56269604e-09  1.56269604e+03  2.38214311e+01  5.20491217e+01 -4.74002414e-01  1.85742948e+07 
 1.65000000e+00 -1.49998939e-01  1.97785004e-09  1.97785004e+03  2.32991677e+01  5.11419238e+01 -4.84002261e-01  2.29786679e+07 
 1.64000000e+00 -1.59998664e-01  2.49025174e-09  2.49025174e+03  2.27779029e+01  5.02769298e+01 -4.94002072e-01  2.82497648e+07 
 1.63000000e+00 -1.69998327e-01  3.11919386e-09  3.11919386e+03  2.22640305e+01  4.94732359e+01 -5.04001840e-01  3.45214024e+07 
 1.62000000e+00 -1.79997915e-01  3.88719212e-09  3.88719212e+03  2.17635943e+01  4.87496200e+01 -5.14001556e-01  4.19450257e+07 
 1.61000000e+00 -1.89997414e-01  4.82052472e-09  4.82052472e+03  2.12819461e+01  4.81238356e+01 -5.24001212e-01  5.06926683e+07 
 1.60000000e+00 -1.99996808e-01  5.94988533e-09  5.94988533e+03  2.08234388e+01  4.76119642e+01 -5.34000795e-01  6.09599827e+07 
 1.59000000e+00 -2.09996078e-01  7.31116190e-09  7.31116190e+03  2.03911787e+01  4.72278590e+01 -5.44000293e-01  7.29688854e+07 
 1.58000000e+00 -2.19995200e-01  8.94634643e-09  8.94634643e+03  1.99868545e+01  4.69826928e+01 -5.53999689e-01  8.69692096e+07 
 1.57000000e+00 -2.29994150e-01  1.09045703e-08  1.09045703e+04  1.96106525e+01  4.68846106e+01 -5.63998966e-01  1.03238634e+08 
 1.56000000e+00 -2.39992895e-01  1.32432470e-08  1.32432470e+04  1.92612638e+01  4.69384739e+01 -5.73998103e-01  1.22080079e+08 
 1.55000000e+00 -2.49991400e-01  1.60292865e-08  1.60292865e+04  1.89359793e+01  4.71456822e+01 -5.83997075e-01  1.43815742e+08 
 1.54000000e+00 -2.59989624e-01  1.93403296e-08  1.93403296e+04  1.86308689e+01  4.75040623e+01 -5.93995853e-01  1.68777077e+08 
 1.53000000e+00 -2.69987518e-01  2.32659275e-08  2.32659275e+04  1.83410350e+01  4.80078263e+01 -6.03994404e-01  1.97290257e+08 
 1.52000000e+00 -2.79985027e-01  2.79085764e-08  2.79085764e+04  1.80609272e+01  4.86476100e+01 -6.13992690e-01  2.29657151e+08 
 1.51000000e+00 -2.89982089e-01  3.33845004e-08  3.33845004e+04  1.77847004e+01  4.94106158e+01 -6.23990669e-01  2.66132504e+08 
 1.50000000e+00 -2.99978634e-01  3.98240711e-08  3.98240711e+04  1.75065933e+01  5.02808875e+01 -6.33988293e-01  3.06898842e+08 
 1.49000000e+00 -3.09974585e-01  4.73717581e-08  4.73717581e+04  1.72212979e+01  5.12397390e+01 -6.43985507e-01  3.52041510e+08 
 1.48000000e+00 -3.19969856e-01  5.61855267e-08  5.61855267e+04  1.69242918e+01  5.22663452e+01 -6.53982254e-01  4.01526920e+08 
 1.47000000e+00 -3.29964357e-01  6.64356378e-08  6.64356378e+04  1.66121009e+01  5.33384850e+01 -6.63978471e-01  4.55187458e+08 
 1.46000000e+00 -3.39957991e-01  7.83028555e-08  7.83028555e+04  1.62824719e+01  5.44333966e+01 -6.73974091e-01  5.12716180e+08 
 1.45000000e+00 -3.49950655e-01  9.19761278e-08  9.19761278e+04  1.59344390e+01  5.55286879e+01 -6.83969044e-01  5.73673483e+08 
 1.44000000e+00 -3.59942246e-01  1.07649864e-07  1.07649864e+05  1.55682865e+01  5.66032262e+01 -6.93963259e-01  6.37506377e+08 
 1.43000000e+00 -3.69932658e-01  1.25520977e-07  1.25520977e+05  1.51854176e+01  5.76379330e+01 -7.03956663e-01  7.03579079e+08 
 1.42000000e+00 -3.79921786e-01  1.45785886e-07  1.45785886e+05  1.47881527e+01  5.86164155e+01 -7.13949184e-01  7.71211878e+08 
 1.41000000e+00 -3.89909526e-01  1.68637679e-07  1.68637679e+05  1.43794859e+01  5.95253905e+01 -7.23940750e-01  8.39723871e+08 
