 v-sweep         vgs             id              id_w            gm_id           gm_gds          vov             gm_cgg         
 0.00000000e+00 -7.01164569e-11  4.53963361e-13  4.53963361e-01  2.77253757e+01  7.47652166e+01 -5.63521290e-01  2.12140213e+04 
 1.00000000e-02  9.99999991e-03  5.99000589e-13  5.99000589e-01  2.77238062e+01  7.47782325e+01 -5.53521290e-01  2.79876375e+04 
 2.00000000e-02  1.99999999e-02  7.90362608e-13  7.90362608e-01  2.77220039e+01  7.47906315e+01 -5.43521290e-01  3.69036010e+04 
 3.00000000e-02  2.99999998e-02  1.04283867e-12  1.04283867e+00  2.77199345e+01  7.48023213e+01 -5.33521291e-01  4.86317380e+04 
 4.00000000e-02  3.99999998e-02  1.37593600e-12  1.37593600e+00  2.77175586e+01  7.48131959e+01 -5.23521291e-01  6.40484092e+04 
 5.00000000e-02  4.99999997e-02  1.81538303e-12  1.81538303e+00  2.77148310e+01  7.48231339e+01 -5.13521291e-01  8.42991390e+04 
 6.00000000e-02  5.99999996e-02  2.39511080e-12  2.39511080e+00  2.77116998e+01  7.48319963e+01 -5.03521291e-01  1.10879862e+05 
 7.00000000e-02  6.99999995e-02  3.15986381e-12  3.15986381e+00  2.77081058e+01  7.48396239e+01 -4.93521291e-01  1.45742195e+05 
 8.00000000e-02  7.99999994e-02  4.16863994e-12  4.16863994e+00  2.77039809e+01  7.48458344e+01 -4.83521291e-01  1.91429678e+05 
 9.00000000e-02  8.99999992e-02  5.49922133e-12  5.49922133e+00  2.76992473e+01  7.48504196e+01 -4.73521291e-01  2.51253858e+05 
 1.00000000e-01  9.99999989e-02  7.25414069e-12  7.25414069e+00  2.76938160e+01  7.48531413e+01 -4.63521292e-01  3.29521605e+05 
 1.10000000e-01  1.09999999e-01  9.56853529e-12  9.56853529e+00  2.76875853e+01  7.48537277e+01 -4.53521292e-01  4.31828146e+05 
 1.20000000e-01  1.19999998e-01  1.26204821e-11  1.26204821e+01  2.76804386e+01  7.48518687e+01 -4.43521293e-01  5.65434361e+05 
 1.30000000e-01  1.29999997e-01  1.66445924e-11  1.66445924e+01  2.76722432e+01  7.48472111e+01 -4.33521293e-01  7.39751867e+05 
 1.40000000e-01  1.39999997e-01  2.19498845e-11  2.19498845e+01  2.76628476e+01  7.48393528e+01 -4.23521294e-01  9.66965855e+05 
 1.50000000e-01  1.49999996e-01  2.89432696e-11  2.89432696e+01  2.76520789e+01  7.48278371e+01 -4.13521296e-01  1.26283361e+06 
 1.60000000e-01  1.59999994e-01  3.81603926e-11  3.81603926e+01  2.76397405e+01  7.48121461e+01 -4.03521297e-01  1.64770677e+06 
 1.70000000e-01  1.69999992e-01  5.03061035e-11  5.03061035e+01  2.76256088e+01  7.47916934e+01 -3.93521300e-01  2.14783792e+06 
 1.80000000e-01  1.79999990e-01  6.63075217e-11  6.63075217e+01  2.76094301e+01  7.47658173e+01 -3.83521303e-01  2.79704795e+06 
 1.90000000e-01  1.89999987e-01  8.73835489e-11  8.73835489e+01  2.75909168e+01  7.47337723e+01 -3.73521307e-01  3.63884977e+06 
 2.00000000e-01  1.99999982e-01  1.15135829e-10  1.15135829e+02  2.75697439e+01  7.46947222e+01 -3.63521312e-01  4.72914858e+06 
 2.10000000e-01  2.09999977e-01  1.51667631e-10  1.51667631e+02  2.75455447e+01  7.46477322e+01 -3.53521318e-01  6.13966752e+06 
 2.20000000e-01  2.19999969e-01  1.99739005e-10  1.99739005e+02  2.75179067e+01  7.45917619e+01 -3.43521327e-01  7.96228432e+06 
 2.30000000e-01  2.29999959e-01  2.62968968e-10  2.62968968e+02  2.74863678e+01  7.45256602e+01 -3.33521339e-01  1.03145068e+07 
 2.40000000e-01  2.39999947e-01  3.46098494e-10  3.46098494e+02  2.74504116e+01  7.44481615e+01 -3.23521354e-01  1.33463675e+07 
 2.50000000e-01  2.49999930e-01  4.55331905e-10  4.55331905e+02  2.74094644e+01  7.43578857e+01 -3.13521375e-01  1.72490776e+07 
 2.60000000e-01  2.59999908e-01  5.98779014e-10  5.98779014e+02  2.73628915e+01  7.42533420e+01 -3.03521401e-01  2.22658516e+07 
 2.70000000e-01  2.69999878e-01  7.87026268e-10  7.87026268e+02  2.73099957e+01  7.41329396e+01 -2.93521436e-01  2.87053936e+07 
 2.80000000e-01  2.79999840e-01  1.03387238e-09  1.03387238e+03  2.72500167e+01  7.39950069e+01 -2.83521482e-01  3.69586260e+07 
 2.90000000e-01  2.89999790e-01  1.35727274e-09  1.35727274e+03  2.71821325e+01  7.38378215e+01 -2.73521542e-01  4.75193395e+07 
 3.00000000e-01  2.99999725e-01  1.78054737e-09  1.78054737e+03  2.71054643e+01  7.36596552e+01 -2.63521620e-01  6.10095431e+07 
 3.10000000e-01  3.09999640e-01  2.33391985e-09  2.33391985e+03  2.70190848e+01  7.34588374e+01 -2.53521723e-01  7.82104009e+07 
 3.20000000e-01  3.19999528e-01  3.05646906e-09  3.05646906e+03  2.69220315e+01  7.32338404e+01 -2.43521857e-01  1.00099741e+08 
 3.30000000e-01  3.29999382e-01  3.99859245e-09  3.99859245e+03  2.68133257e+01  7.29833927e+01 -2.33522031e-01  1.27897219e+08 
 3.40000000e-01  3.39999193e-01  5.22509865e-09  5.22509865e+03  2.66919985e+01  7.27066231e+01 -2.23522259e-01  1.63118309e+08 
 3.50000000e-01  3.49998947e-01  6.81906834e-09  6.81906834e+03  2.65571251e+01  7.24032403e+01 -2.13522554e-01  2.07638377e+08 
 3.60000000e-01  3.59998627e-01  8.88664588e-09  8.88664588e+03  2.64078663e+01  7.20737493e+01 -2.03522937e-01  2.63768191e+08 
 3.70000000e-01  3.69998214e-01  1.15629501e-08  1.15629501e+04  2.62435194e+01  7.17197045e+01 -1.93523433e-01  3.34342365e+08 
 3.80000000e-01  3.79997680e-01  1.50193213e-08  1.50193213e+04  2.60635734e+01  7.13439937e+01 -1.83524074e-01  4.22822431e+08 
 3.90000000e-01  3.89996992e-01  1.94721545e-08  1.94721545e+04  2.58677697e+01  7.09511406e+01 -1.73524899e-01  5.33416619e+08 
 4.00000000e-01  3.99996109e-01  2.51936057e-08  2.51936057e+04  2.56561579e+01  7.05476056e+01 -1.63525960e-01  6.71218917e+08 
 4.10000000e-01  4.09994976e-01  3.25245054e-08  3.25245054e+04  2.54291419e+01  7.01420536e+01 -1.53527318e-01  8.42370728e+08 
 4.20000000e-01  4.19993530e-01  4.18898667e-08  4.18898667e+04  2.51875024e+01  6.97455434e+01 -1.43529054e-01  1.05424915e+09 
 4.30000000e-01  4.29991688e-01  5.38174388e-08  5.38174388e+04  2.49323833e+01  6.93715835e+01 -1.33531265e-01  1.31568636e+09 
 4.40000000e-01  4.39989349e-01  6.89598240e-08  6.89598240e+04  2.46652254e+01  6.90359884e+01 -1.23534071e-01  1.63722397e+09 
 4.50000000e-01  4.49986389e-01  8.81207252e-08  8.81207252e+04  2.43876343e+01  6.87564658e+01 -1.13537622e-01  2.03140328e+09 
 4.60000000e-01  4.59982657e-01  1.12285891e-07  1.12285891e+05  2.41011765e+01  6.85518742e+01 -1.03542101e-01  2.51308584e+09 
 4.70000000e-01  4.69977966e-01  1.42659212e-07  1.42659212e+05  2.38071061e+01  6.84411123e+01 -9.35477304e-02  3.09978643e+09 
 4.80000000e-01  4.79972090e-01  1.80704119e-07  1.80704119e+05  2.35060467e+01  6.84416439e+01 -8.35547815e-02  3.81198191e+09 
 4.90000000e-01  4.89964755e-01  2.28189825e-07  2.28189825e+05  2.31976709e+01  6.85677214e+01 -7.35635824e-02  4.67333442e+09 
 5.00000000e-01  4.99955634e-01  2.87240980e-07  2.87240980e+05  2.28804406e+01  6.88284444e+01 -6.35745267e-02  5.71074011e+09 
 5.10000000e-01  5.09944337e-01  3.60387924e-07  3.60387924e+05  2.25514823e+01  6.92258622e+01 -5.35880835e-02  6.95409187e+09 
 5.20000000e-01  5.19930401e-01  4.50613013e-07  4.50613013e+05  2.22066611e+01  6.97533855e+01 -4.36048055e-02  8.43563722e+09 
 5.30000000e-01  5.29913292e-01  5.61386768e-07  5.61386768e+05  2.18408927e+01  7.03947944e+01 -3.36253358e-02  1.01888325e+10 
 5.40000000e-01  5.39892394e-01  6.96686183e-07  6.96686183e+05  2.14486788e+01  7.11240922e+01 -2.36504116e-02  1.22466497e+10 
 5.50000000e-01  5.49867017e-01  8.60987083e-07  8.60987083e+05  2.10247982e+01  7.19063630e+01 -1.36808622e-02  1.46393836e+10 
 5.60000000e-01  5.59836399e-01  1.05922334e-06  1.05922334e+06  2.05650392e+01  7.26996503e+01 -3.71760214e-03  1.73921188e+10 
 5.70000000e-01  5.69799718e-01  1.29670836e-06  1.29670836e+06  2.00668399e+01  7.34577008e+01  6.23838403e-03  2.05221261e+10 
 5.80000000e-01  5.79756114e-01  1.57901852e-06  1.57901852e+06  1.95297211e+01  7.41332705e+01  1.61860629e-02  2.40365321e+10 
 5.90000000e-01  5.89704708e-01  1.91184314e-06  1.91184314e+06  1.89554427e+01  7.46815832e+01  2.61243803e-02  2.79306172e+10 
 6.00000000e-01  5.99644631e-01  2.30081096e-06  2.30081096e+06  1.83478771e+01  7.50635104e+01  3.60522931e-02  3.21870321e+10 
 6.10000000e-01  6.09575050e-01  2.75130684e-06  2.75130684e+06  1.77126473e+01  7.52480948e+01  4.59688037e-02  3.67760942e+10 
 6.20000000e-01  6.19495199e-01  3.26829442e-06  3.26829442e+06  1.70566133e+01  7.52141677e+01  5.58729926e-02  4.16571557e+10 
 6.30000000e-01  6.29404401e-01  3.85616000e-06  3.85616000e+06  1.63873029e+01  7.49509625e+01  6.57640472e-02  4.67808751e+10 
 6.40000000e-01  6.39302086e-01  4.51858996e-06  4.51858996e+06  1.57123664e+01  7.44577832e+01  7.56412849e-02  5.20920951e+10 
