 v-sweep         vgs             id              id_w            gm_id           gm_gds          vov             gm_cgg         
 3.60000000e-01  3.59999451e-01  3.55194000e-09  3.55194000e+03  2.69090633e+01  7.52128651e+01 -2.35567216e-01  1.15077131e+08 
 3.70000000e-01  3.69999282e-01  4.64588591e-09  4.64588591e+03  2.67874835e+01  7.49264771e+01 -2.25567418e-01  1.46883963e+08 
 3.80000000e-01  3.79999063e-01  6.06894692e-09  6.06894692e+03  2.66522148e+01  7.46122470e+01 -2.15567682e-01  1.87117829e+08 
 3.90000000e-01  3.89998777e-01  7.91659522e-09  7.91659522e+03  2.65023866e+01  7.42705879e+01 -2.05568025e-01  2.37879622e+08 
 4.00000000e-01  3.99998408e-01  1.03104756e-08  1.03104756e+04  2.63372607e+01  7.39029807e+01 -1.95568468e-01  3.01747708e+08 
 4.10000000e-01  4.09997930e-01  1.34049777e-08  1.34049777e+04  2.61562890e+01  7.35122689e+01 -1.85569042e-01  3.81871899e+08 
 4.20000000e-01  4.19997313e-01  1.73952500e-08  1.73952500e+04  2.59591735e+01  7.31029743e+01 -1.75569781e-01  4.82082501e+08 
 4.30000000e-01  4.29996521e-01  2.25269160e-08  2.25269160e+04  2.57459257e+01  7.26816145e+01 -1.65570732e-01  6.07016748e+08 
 4.40000000e-01  4.39995504e-01  2.91077945e-08  2.91077945e+04  2.55169147e+01  7.22569876e+01 -1.55571952e-01  7.62265513e+08 
 4.50000000e-01  4.49994205e-01  3.75219723e-08  3.75219723e+04  2.52728940e+01  7.18403815e+01 -1.45573512e-01  9.54543921e+08 
 4.60000000e-01  4.59992548e-01  4.82466381e-08  4.82466381e+04  2.50149921e+01  7.14456495e+01 -1.35575499e-01  1.19188992e+09 
 4.70000000e-01  4.69990444e-01  6.18721434e-08  6.18721434e+04  2.47446514e+01  7.10890833e+01 -1.25578024e-01  1.48389439e+09 
 4.80000000e-01  4.79987779e-01  7.91258047e-08  7.91258047e+04  2.44635020e+01  7.07890132e+01 -1.15581222e-01  1.84196406e+09 
 4.90000000e-01  4.89984416e-01  1.00899969e-07  1.00899969e+05  2.41731613e+01  7.05650703e+01 -1.05585258e-01  2.27961245e+09 
 5.00000000e-01  4.99980186e-01  1.28284765e-07  1.28284765e+05  2.38749647e+01  7.04370683e+01 -9.55903332e-02  2.81276370e+09 
 5.10000000e-01  5.09974885e-01  1.62605709e-07  1.62605709e+05  2.35696469e+01  7.04235066e+01 -8.55966941e-02  3.46003678e+09 
 5.20000000e-01  5.19968265e-01  2.05465794e-07  2.05465794e+05  2.32570164e+01  7.05397531e+01 -7.56046376e-02  4.24295554e+09 
 5.30000000e-01  5.29960029e-01  2.58790825e-07  2.58790825e+05  2.29356874e+01  7.07960435e+01 -6.56145206e-02  5.18600458e+09 
 5.40000000e-01  5.39949822e-01  3.24875531e-07  3.24875531e+05  2.26029397e+01  7.11955065e+01 -5.56267685e-02  6.31642977e+09 
 5.50000000e-01  5.49937226e-01  4.06426428e-07  4.06426428e+05  2.22547769e+01  7.17324847e+01 -4.56418828e-02  7.66367452e+09 
 5.60000000e-01  5.59921754e-01  5.06595816e-07  5.06595816e+05  2.18862195e+01  7.23914441e+01 -3.56604476e-02  9.25835943e+09 
 5.70000000e-01  5.69902848e-01  6.28999990e-07  6.28999990e+05  2.14918265e+01  7.31467345e+01 -2.56831334e-02  1.11307619e+10 
 5.80000000e-01  5.79879879e-01  7.77714245e-07  7.77714245e+05  2.10663782e+01  7.39633701e+01 -1.57106952e-02  1.33088340e+10 
 5.90000000e-01  5.89852151e-01  9.57237999e-07  9.57237999e+05  2.06056094e+01  7.47988580e+01 -5.74396692e-03  1.58158984e+10 
 6.00000000e-01  5.99818914e-01  1.17242568e-06  1.17242568e+06  2.01068581e+01  7.56059332e+01  4.21615179e-03  1.86682645e+10 
 6.10000000e-01  6.09779381e-01  1.42838271e-06  1.42838271e+06  1.95695142e+01  7.63358986e+01  1.41687148e-02  2.18730759e+10 
 6.20000000e-01  6.19732744e-01  1.73033050e-06  1.73033050e+06  1.89951942e+01  7.69421648e+01  2.41127547e-02  2.54267129e+10 
 6.30000000e-01  6.29678203e-01  2.08344921e-06  2.08344921e+06  1.83876322e+01  7.73835457e+01  3.40473115e-02  2.93140231e+10 
 6.40000000e-01  6.39614991e-01  2.49271053e-06  2.49271053e+06  1.77523326e+01  7.76269238e+01  4.39714640e-02  3.35085314e+10 
 6.50000000e-01  6.49542397e-01  2.96271471e-06  2.96271471e+06  1.70960649e+01  7.76490150e+01  5.38843600e-02  3.79736341e+10 
 6.60000000e-01  6.59459790e-01  3.49754596e-06  3.49754596e+06  1.64262979e+01  7.74371185e+01  6.37852429e-02  4.26646285e+10 
 6.70000000e-01  6.69366637e-01  4.10065754e-06  4.10065754e+06  1.57506539e+01  7.69888963e+01  7.36734731e-02  4.75313160e+10 
 6.80000000e-01  6.79262514e-01  4.77479430e-06  4.77479430e+06  1.50764443e+01  7.63113472e+01  8.35485426e-02  5.25208542e+10 
 6.90000000e-01  6.89147112e-01  5.52195547e-06  5.52195547e+06  1.44103198e+01  7.54192173e+01  9.34100813e-02  5.75805430e+10 
 7.00000000e-01  6.99020237e-01  6.34339632e-06  6.34339632e+06  1.37580417e+01  7.43331080e+01  1.03257857e-01  6.26602764e+10 
 7.10000000e-01  7.08881805e-01  7.23966371e-06  7.23966371e+06  1.31243658e+01  7.30775219e+01  1.13091770e-01  6.77144843e+10 
 7.20000000e-01  7.18731831e-01  8.21065803e-06  8.21065803e+06  1.25130184e+01  7.16790340e+01  1.22911839e-01  7.27034782e+10 
 7.30000000e-01  7.28570418e-01  9.25571342e-06  9.25571342e+06  1.19267405e+01  7.01647153e+01  1.32718187e-01  7.75942008e+10 
 7.40000000e-01  7.38397742e-01  1.03736879e-05  1.03736879e+07  1.13673775e+01  6.85608749e+01  1.42511029e-01  8.23604420e+10 
 7.50000000e-01  7.48214040e-01  1.15630566e-05  1.15630566e+07  1.08359939e+01  6.68921346e+01  1.52290646e-01  8.69826237e+10 
 7.60000000e-01  7.58019591e-01  1.28220015e-05  1.28220015e+07  1.03329982e+01  6.51808159e+01  1.62057378e-01  9.14472693e+10 
 7.70000000e-01  7.67814708e-01  1.41484948e-05  1.41484948e+07  9.85826673e+00  6.34465980e+01  1.71811600e-01  9.57462727e+10 
 7.80000000e-01  7.77599727e-01  1.55403719e-05  1.55403719e+07  9.41125863e+00  6.17063918e+01  1.81553715e-01  9.98760665e+10 
 7.90000000e-01  7.87374993e-01  1.69953941e-05  1.69953941e+07  8.99111884e+00  5.99743776e+01  1.91284139e-01  1.03836769e+11 
 8.00000000e-01  7.97140856e-01  1.85112991e-05  1.85112991e+07  8.59676639e+00  5.82621565e+01  2.01003292e-01  1.07631367e+11 
 8.10000000e-01  8.06897661e-01  2.00858414e-05  2.00858414e+07  8.22696833e+00  5.65789738e+01  2.10711591e-01  1.11264975e+11 
 8.20000000e-01  8.16645750e-01  2.17168228e-05  2.17168228e+07  7.88039979e+00  5.49319808e+01  2.20409444e-01  1.14744190e+11 
 8.30000000e-01  8.26385450e-01  2.34021142e-05  2.34021142e+07  7.55569173e+00  5.33265099e+01  2.30097247e-01  1.18076545e+11 
 8.40000000e-01  8.36117077e-01  2.51396700e-05  2.51396700e+07  7.25146777e+00  5.17663456e+01  2.39775380e-01  1.21270073e+11 
 8.50000000e-01  8.45840934e-01  2.69275367e-05  2.69275367e+07  6.96637200e+00  5.02539794e+01  2.49444205e-01  1.24332961e+11 
 8.60000000e-01  8.55557307e-01  2.87638573e-05  2.87638573e+07  6.69908884e+00  4.87908397e+01  2.59104068e-01  1.27273288e+11 
 8.70000000e-01  8.65266468e-01  3.06468711e-05  3.06468711e+07  6.44835571e+00  4.73774874e+01  2.68755296e-01  1.30098837e+11 
 8.80000000e-01  8.74968675e-01  3.25749118e-05  3.25749118e+07  6.21297830e+00  4.60138391e+01  2.78398199e-01  1.32816966e+11 
 8.90000000e-01  8.84664170e-01  3.45464040e-05  3.45464040e+07  5.99182911e+00  4.46992695e+01  2.88033068e-01  1.35434532e+11 
 9.00000000e-01  8.94353184e-01  3.65598574e-05  3.65598574e+07  5.78385241e+00  4.34327571e+01  2.97660182e-01  1.37957842e+11 
 9.10000000e-01  9.04035935e-01  3.86138611e-05  3.86138611e+07  5.58806459e+00  4.22129907e+01  3.07279803e-01  1.40392644e+11 
 9.20000000e-01  9.13712629e-01  4.07070769e-05  4.07070769e+07  5.40355293e+00  4.10384549e+01  3.16892178e-01  1.42744132e+11 
 9.30000000e-01  9.23383463e-01  4.28382335e-05  4.28382335e+07  5.22947320e+00  3.99075009e+01  3.26497545e-01  1.45016969e+11 
 9.40000000e-01  9.33048625e-01  4.50061200e-05  4.50061200e+07  5.06504653e+00  3.88184006e+01  3.36096129e-01  1.47215318e+11 
 9.50000000e-01  9.42708291e-01  4.72095803e-05  4.72095803e+07  4.90955584e+00  3.77693911e+01  3.45688145e-01  1.49342881e+11 
 9.60000000e-01  9.52362635e-01  4.94475074e-05  4.94475074e+07  4.76234195e+00  3.67587069e+01  3.55273798e-01  1.51402940e+11 
 9.70000000e-01  9.62011819e-01  5.17188384e-05  5.17188384e+07  4.62279966e+00  3.57846060e+01  3.64853287e-01  1.53398401e+11 
 9.80000000e-01  9.71656001e-01  5.40225506e-05  5.40225506e+07  4.49037373e+00  3.48453877e+01  3.74426801e-01  1.55331829e+11 
 9.90000000e-01  9.81295335e-01  5.63576565e-05  5.63576565e+07  4.36455511e+00  3.39394064e+01  3.83994524e-01  1.57205496e+11 
 1.00000000e+00  9.90929967e-01  5.87232011e-05  5.87232011e+07  4.24487717e+00  3.30650801e+01  3.93556634e-01  1.59021414e+11 
 1.01000000e+00  1.00056004e+00  6.11182583e-05  6.11182583e+07  4.13091224e+00  3.22208962e+01  4.03113303e-01  1.60781368e+11 
 1.02000000e+00  1.01018570e+00  6.35419282e-05  6.35419282e+07  4.02226830e+00  3.14054144e+01  4.12664699e-01  1.62486950e+11 
 1.03000000e+00  1.01980707e+00  6.59933349e-05  6.59933349e+07  3.91858588e+00  3.06172681e+01  4.22210983e-01  1.64139584e+11 
 1.04000000e+00  1.02942428e+00  6.84716244e-05  6.84716244e+07  3.81953526e+00  2.98551637e+01  4.31752316e-01  1.65740554e+11 
 1.05000000e+00  1.03903748e+00  7.09759626e-05  7.09759626e+07  3.72481378e+00  2.91178791e+01  4.41288851e-01  1.67291026e+11 
 1.06000000e+00  1.04864678e+00  7.35055344e-05  7.35055344e+07  3.63414349e+00  2.84042615e+01  4.50820742e-01  1.68792062e+11 
