 v-sweep         vsg             id_abs          id_w            gm_id           gm_gds          vov             gm_cgg         
 1.80000000e+00  2.67469920e-08  4.98545980e-11  4.98545980e+01  2.67108527e+01  4.45010761e+01 -3.67002536e-01  8.99980682e+05 
 1.79000000e+00 -9.99996508e-03  6.50862864e-11  6.50862864e+01  2.66077661e+01  4.43322695e+01 -3.77002530e-01  1.17468608e+06 
 1.78000000e+00 -1.99999545e-02  8.48785866e-11  8.48785866e+01  2.64916181e+01  4.41425519e+01 -3.87002523e-01  1.53056826e+06 
 1.77000000e+00 -2.99999407e-02  1.10553259e-10  1.10553259e+02  2.63610756e+01  4.39299367e+01 -3.97002513e-01  1.99038501e+06 
 1.76000000e+00 -3.99999229e-02  1.43795141e-10  1.43795141e+02  2.62147609e+01  4.36924220e+01 -4.07002501e-01  2.58272495e+06 
 1.75000000e+00 -4.99998998e-02  1.86743109e-10  1.86743109e+02  2.60512780e+01  4.34280475e+01 -4.17002485e-01  3.34326673e+06 
 1.74000000e+00 -5.99998701e-02  2.42100162e-10  2.42100162e+02  2.58692476e+01  4.31349667e+01 -4.27002464e-01  4.31621509e+06 
 1.73000000e+00 -6.99998319e-02  3.13265251e-10  3.13265251e+02  2.56673517e+01  4.28115373e+01 -4.37002437e-01  5.55590211e+06 
 1.72000000e+00 -7.99997830e-02  4.04489309e-10  4.04489309e+02  2.54443874e+01  4.24564282e+01 -4.47002403e-01  7.12852551e+06 
 1.71000000e+00 -8.99997205e-02  5.21057575e-10  5.21057575e+02  2.51993307e+01  4.20687430e+01 -4.57002360e-01  9.11397761e+06 
 1.70000000e+00 -9.99996408e-02  6.69499788e-10  6.69499788e+02  2.49314075e+01  4.16481573e+01 -4.67002304e-01  1.16076988e+07 
 1.69000000e+00 -1.09999540e-01  8.57829095e-10  8.57829095e+02  2.46401708e+01  4.11950624e+01 -4.77002234e-01  1.47224728e+07 
 1.68000000e+00 -1.19999412e-01  1.09580967e-09  1.09580967e+03  2.43255777e+01  4.07107103e+01 -4.87002145e-01  1.85900722e+07 
 1.67000000e+00 -1.29999251e-01  1.39525236e-09  1.39525236e+03  2.39880634e+01  4.01973465e+01 -4.97002033e-01  2.33626637e+07 
